Rk,Player,Type,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,-9999
1,Precious Achiuwa,Projected,5.3,10.6,0.6,2.0,1.6,2.5,3.4,10.0,2.0,1.2,1.3,1.6,2.8,12.8,.501,.292,.637,achiupr01
2,Steven Adams,Projected,4.5,8.5,0.3,0.9,1.9,4.1,6.5,13.6,3.1,1.0,1.2,2.4,2.8,11.3,.532,.328,.479,adamsst01
3,Bam Adebayo,Projected,7.5,15.0,0.8,2.2,3.7,4.8,2.4,10.1,4.3,1.3,0.8,2.3,2.3,19.5,.500,.356,.767,adebaba01
4,Ochai Agbaji,Projected,5.1,10.8,1.9,5.2,0.9,1.3,1.4,5.0,2.1,1.1,0.7,1.2,2.6,13.1,.475,.373,.722,agbajoc01
5,Santi Aldama,Projected,6.3,13.3,2.5,6.7,1.5,2.2,1.9,8.5,3.6,1.1,0.8,1.5,1.9,16.7,.475,.367,.696,aldamsa01
6,Trey Alexander,Projected,5.4,13.0,1.6,5.4,1.9,2.4,1.1,5.5,3.8,1.0,0.6,1.8,2.8,14.4,.419,.298,.783,alexatr01
7,Nickeil Alexander-Walker,Projected,4.7,10.7,2.4,6.3,1.5,1.9,0.9,4.3,3.9,1.0,0.7,1.7,2.5,13.4,.443,.385,.778,alexani01
8,Grayson Allen,Projected,5.0,10.8,3.1,7.2,2.0,2.4,0.8,4.5,3.2,1.1,0.5,1.6,2.3,15.1,.464,.431,.840,allengr01
9,Jarrett Allen,Projected,7.2,10.8,0.1,0.3,3.2,4.3,3.4,12.0,2.7,1.1,1.2,1.6,2.1,17.6,.666,.267,.731,allenja01
10,Jose Alvarado,Projected,5.4,13.3,2.8,7.6,1.6,2.0,0.8,4.1,5.9,1.9,0.4,2.0,2.7,15.1,.405,.363,.782,alvarjo01
11,Kyle Anderson,Projected,4.7,10.0,0.7,2.1,1.9,2.6,1.5,6.5,5.8,1.4,1.1,1.7,2.8,11.9,.467,.339,.727,anderky01
12,Giannis Antetokounmpo,Projected,11.9,20.1,0.4,1.6,6.9,10.9,2.4,12.0,6.6,1.0,1.1,3.4,2.7,31.2,.593,.266,.632,antetgi01
13,Cole Anthony,Projected,6.7,15.2,2.1,5.8,3.1,3.8,1.3,6.2,5.2,1.3,0.8,2.6,3.8,18.6,.439,.355,.833,anthoco01
14,OG Anunoby,Projected,6.4,13.3,2.2,5.9,2.2,2.7,1.3,4.8,2.3,1.5,0.8,1.5,2.4,17.2,.478,.375,.803,anunoog01
15,Deni Avdija,Projected,6.5,13.3,1.8,5.0,4.1,5.3,1.7,8.7,4.6,1.1,0.6,2.9,2.9,18.9,.488,.368,.772,avdijde01
16,Deandre Ayton,Projected,8.3,14.5,0.2,0.9,1.5,2.0,3.4,11.8,2.0,1.0,1.0,2.0,2.6,18.3,.567,.253,.743,aytonde01
17,Marcus Bagley,Projected,4.9,11.2,1.2,4.9,1.7,2.2,2.7,8.8,2.5,1.3,1.3,1.4,2.4,12.7,.435,.253,.793,baglema02
18,Marvin Bagley III,Projected,7.7,14.0,0.6,2.1,3.1,4.2,4.1,10.2,2.0,0.9,1.1,1.9,2.7,19.1,.549,.300,.737,baglema01
19,Patrick Baldwin Jr.,Projected,5.6,12.4,2.8,7.1,1.6,2.2,1.4,8.1,2.5,1.2,0.9,1.6,3.2,15.5,.451,.398,.713,baldwpa01
20,LaMelo Ball,Projected,9.4,22.4,4.0,11.5,4.4,5.1,1.2,5.8,8.2,1.4,0.3,3.8,3.6,27.2,.420,.353,.847,ballla01
21,Lonzo Ball,Projected,4.5,11.6,2.9,8.4,1.3,1.6,1.2,5.7,5.1,2.0,0.8,1.9,2.6,13.2,.387,.346,.802,balllo01
22,Mo Bamba,Projected,5.0,10.4,1.5,4.4,1.8,2.6,2.9,11.1,2.2,0.9,2.4,1.8,4.6,13.3,.478,.340,.707,bambamo01
23,Paolo Banchero,Projected,8.7,18.8,1.8,5.2,5.8,7.9,1.2,7.6,5.1,0.9,0.6,3.0,2.1,24.9,.461,.335,.737,banchpa01
24,Desmond Bane,Projected,8.3,17.2,2.9,7.3,3.1,3.5,1.0,6.3,5.8,1.2,0.5,2.7,2.8,22.4,.480,.391,.882,banede01
25,Dalano Banton,Projected,6.6,16.3,2.2,6.9,3.0,4.0,1.2,5.1,4.8,1.3,1.0,2.6,2.1,18.4,.405,.322,.751,bantoda01
26,Dominick Barlow,Projected,5.6,10.8,0.8,2.5,2.3,3.2,3.3,8.5,2.7,1.0,1.3,0.9,4.0,14.3,.520,.317,.696,barlodo01
27,Harrison Barnes,Projected,5.4,11.1,2.3,5.7,2.7,3.4,1.4,4.6,2.0,0.7,0.2,0.9,1.4,15.9,.487,.406,.810,barneha02
28,Scottie Barnes,Projected,7.7,16.7,1.4,4.6,3.6,4.6,2.1,8.3,6.2,1.4,1.2,2.8,2.0,20.5,.463,.305,.770,barnesc01
29,RJ Barrett,Projected,8.6,17.9,2.0,5.6,3.9,5.8,1.1,6.7,5.0,0.8,0.4,2.8,2.6,23.0,.478,.353,.676,barrerj01
30,Charles Bassey,Projected,6.3,10.9,0.5,1.3,1.9,2.8,4.4,12.6,2.7,1.3,2.4,2.3,4.4,15.0,.575,.362,.686,bassech01
31,Emoni Bates,Projected,5.9,14.4,3.0,8.3,1.5,2.0,1.0,5.3,3.8,0.8,0.7,1.8,2.2,16.3,.410,.362,.729,batesem01
32,Jamison Battle,Projected,5.4,12.1,3.5,8.5,0.8,1.0,1.4,5.7,2.2,0.7,0.4,1.1,3.1,15.1,.443,.409,.844,battlja01
33,Nicolas Batum,Projected,3.0,6.9,2.1,5.2,0.6,0.8,1.4,5.8,2.6,1.2,0.9,1.0,2.9,8.6,.434,.404,.766,batumni01
34,Damion Baugh,Projected,4.8,12.8,1.5,5.5,1.7,2.0,1.5,5.5,5.0,1.4,0.4,2.7,2.3,12.7,.375,.265,.826,baughda01
35,Bradley Beal,Projected,7.5,15.1,2.1,5.3,2.5,3.0,0.9,4.2,4.6,1.1,0.6,2.4,2.8,19.5,.497,.391,.808,bealbr01
36,Malik Beasley,Projected,6.4,15.0,4.3,10.6,1.2,1.7,0.7,4.0,2.1,1.1,0.1,1.2,2.1,18.4,.430,.408,.695,beaslma01
37,MarJon Beauchamp,Projected,5.5,12.1,2.0,5.5,2.0,2.7,1.7,7.0,2.5,0.9,0.4,2.2,3.2,15.1,.456,.369,.744,beaucma01
38,Reece Beekman,Projected,3.7,9.5,0.9,3.7,1.6,2.1,1.2,4.0,4.7,2.2,0.3,1.7,2.7,9.9,.386,.254,.774,beekmre01
39,Goga Bitadze,Projected,5.2,8.8,0.2,1.1,2.2,3.3,4.0,11.1,3.4,1.2,2.4,1.8,3.8,12.9,.594,.223,.654,bitadgo01
40,Bismack Biyombo,Projected,4.4,8.0,0.3,0.7,1.1,2.3,2.8,9.7,2.5,0.9,1.7,1.9,3.8,10.2,.550,.360,.489,biyombi01
41,Anthony Black,Projected,4.9,11.0,1.3,3.6,2.6,3.5,1.1,4.6,4.3,1.5,0.9,2.4,3.1,13.6,.444,.347,.748,blackan01
42,Bogdan Bogdanović,Projected,6.2,14.6,3.1,8.4,1.9,2.1,0.7,4.2,3.8,1.2,0.4,1.8,3.0,17.5,.426,.367,.886,bogdabo01
43,Bol Bol,Projected,7.1,13.1,1.9,5.3,1.8,2.3,1.8,8.9,2.0,0.8,1.8,1.9,2.3,17.8,.542,.354,.775,bolbo01
44,Adem Bona,Projected,5.6,8.6,0.3,0.9,2.7,3.9,3.4,9.5,1.6,1.1,2.5,2.3,4.5,14.3,.657,.356,.695,bonaad01
45,Devin Booker,Projected,8.7,18.5,2.3,6.7,5.6,6.3,1.0,4.2,6.7,0.9,0.3,2.8,2.7,25.3,.471,.341,.886,bookede01
46,Brandon Boston Jr.,Projected,6.3,14.2,1.8,5.1,2.5,3.2,1.2,5.2,3.2,1.7,0.4,2.0,2.8,16.9,.442,.349,.779,bostobr01
47,Chris Boucher,Projected,6.7,13.8,2.3,6.6,3.0,3.9,2.9,9.3,1.5,1.0,1.1,1.3,3.1,18.8,.488,.349,.772,bouchch01
48,Jamaree Bouyea,Projected,5.2,11.2,1.4,4.4,2.0,2.7,1.3,5.8,4.3,1.3,0.7,2.8,2.6,13.7,.460,.310,.748,bouyeja01
49,Tony Bradley,Projected,7.4,13.7,1.4,3.7,1.8,2.7,3.3,9.4,3.1,1.0,1.6,1.9,3.1,18.0,.541,.364,.662,bradlto01
50,Malaki Branham,Projected,6.6,14.5,2.3,6.2,1.7,2.0,0.7,4.1,3.5,0.8,0.2,2.2,2.3,17.2,.456,.370,.838,branhma01
51,Christian Braun,Projected,6.1,10.9,1.3,3.2,2.3,2.9,1.4,5.9,2.8,1.1,0.6,1.1,2.5,15.7,.554,.397,.794,braunch01
52,Jalen Bridges,Projected,5.7,12.5,2.1,6.0,2.7,3.5,1.4,6.4,3.4,1.1,0.6,2.5,2.3,16.3,.457,.351,.779,bridgja01
53,Mikal Bridges,Projected,7.0,14.8,2.2,6.0,2.0,2.5,0.9,3.8,3.6,1.0,0.5,1.7,1.6,18.3,.475,.362,.826,bridgmi01
54,Miles Bridges,Projected,8.1,18.1,2.4,7.2,3.3,3.9,1.2,7.9,4.0,0.8,0.7,2.2,1.7,21.8,.445,.329,.855,bridgmi02
55,Oshae Brissett,Projected,4.6,10.3,1.4,4.3,2.8,4.3,2.5,7.6,2.3,1.1,0.6,1.5,3.0,13.4,.448,.319,.658,brissos01
56,Dillon Brooks,Projected,5.7,13.4,2.5,6.7,1.7,2.1,1.0,4.2,2.1,1.0,0.2,1.3,3.7,15.7,.425,.377,.819,brookdi01
57,Keion Brooks Jr.,Projected,6.0,12.3,1.7,5.0,2.5,3.3,1.4,6.5,2.3,1.1,1.0,1.6,3.1,16.1,.485,.344,.753,brookke02
58,Bruce Brown,Projected,5.3,11.8,1.2,3.5,2.1,2.6,1.3,5.8,3.6,1.2,0.5,1.7,2.8,14.0,.455,.337,.807,brownbr01
59,Jaylen Brown,Projected,9.0,18.8,2.1,6.2,3.8,5.0,1.3,6.2,4.3,1.2,0.4,2.7,2.7,23.8,.477,.335,.747,brownja02
60,Kobe Brown,Projected,4.6,10.1,1.3,4.2,1.0,1.3,2.1,7.2,3.1,1.1,0.6,1.5,3.4,11.4,.454,.297,.752,brownko01
61,Moses Brown,Projected,7.5,13.2,0.8,2.1,2.5,4.5,4.0,11.7,2.0,1.2,1.1,2.4,4.1,18.2,.568,.366,.560,brownmo01
62,Jalen Brunson,Projected,9.4,19.5,2.5,6.3,5.5,6.6,0.5,3.4,7.0,0.9,0.2,2.5,2.1,26.7,.483,.390,.829,brunsja01
63,Thomas Bryant,Projected,6.4,12.2,1.5,4.6,2.4,2.9,2.9,9.6,2.1,1.0,1.4,1.3,3.0,16.8,.527,.327,.832,bryanth01
64,Kobe Bufkin,Projected,6.1,14.3,1.7,5.9,2.5,3.5,1.5,6.4,4.6,1.1,0.8,2.0,2.9,16.3,.426,.285,.732,bufkiko01
65,Alec Burks,Projected,5.5,13.7,3.4,8.7,2.9,3.5,0.7,5.0,2.7,1.0,0.3,1.4,2.1,17.3,.401,.396,.822,burksal01
66,Jared Butler,Projected,6.9,14.8,2.0,5.6,2.5,3.0,0.9,4.1,7.3,1.5,0.5,2.7,3.3,18.2,.463,.355,.829,butleja02
67,Jimmy Butler,Projected,6.5,13.2,0.8,2.4,6.6,7.9,2.2,5.9,5.6,1.5,0.4,1.7,1.2,20.6,.497,.346,.843,butleji01
68,Matas Buzelis,Projected,6.2,13.2,2.3,6.2,2.2,2.7,1.4,6.8,2.1,0.8,1.7,1.7,2.9,16.9,.469,.374,.819,buzelma01
69,Jamal Cain,Projected,5.2,11.6,1.8,5.3,2.5,3.5,1.9,6.2,2.0,1.5,0.7,1.6,3.1,14.7,.449,.341,.722,cainja01
70,Kentavious Caldwell-Pope,Projected,4.0,8.9,1.8,5.0,1.4,1.7,0.5,2.9,2.4,1.5,0.6,1.1,2.2,11.2,.446,.364,.859,caldwke01
71,Toumani Camara,Projected,4.6,10.0,1.8,4.7,1.4,1.9,2.5,6.6,2.4,1.6,0.7,1.6,3.3,12.4,.463,.373,.742,camarto01
72,Vlatko Čančar,Projected,4.5,10.0,1.6,4.7,1.5,1.8,1.4,6.7,3.2,1.0,0.6,2.2,3.0,12.2,.455,.341,.825,cancavl01
73,Clint Capela,Projected,6.7,11.9,0.1,0.4,2.0,3.3,5.5,14.0,1.9,1.0,1.7,1.4,3.2,15.5,.564,.337,.597,capelca01
74,Branden Carlson,Projected,6.3,13.8,2.8,8.0,2.3,2.9,2.2,7.4,2.8,0.9,2.1,1.5,3.0,17.6,.457,.345,.782,carlsbr01
75,Bub Carrington,Projected,4.7,11.0,2.1,5.9,1.1,1.4,0.6,5.3,5.4,0.8,0.3,2.0,2.7,12.5,.422,.355,.817,carrica01
76,Devin Carter,Projected,4.9,12.0,1.8,5.5,2.5,3.8,1.7,6.9,3.9,1.7,0.5,1.7,3.3,14.1,.412,.323,.648,cartede02
77,Jevon Carter,Projected,5.4,13.5,2.9,8.4,0.8,1.0,0.6,3.7,3.8,1.3,0.5,1.4,2.5,14.4,.396,.349,.768,carteje01
78,Wendell Carter Jr.,Projected,5.2,10.7,1.1,3.8,2.6,3.6,2.9,9.9,2.8,1.0,0.8,1.7,3.7,14.3,.488,.302,.733,cartewe01
79,D.J. Carton,Projected,5.3,12.0,1.6,5.0,2.5,3.1,1.4,6.1,3.8,1.3,0.6,2.3,2.5,14.6,.439,.324,.800,cartodj01
80,Alex Caruso,Projected,4.6,10.0,2.1,5.6,1.4,1.8,1.2,5.2,4.5,2.4,1.1,1.6,3.4,12.7,.454,.376,.792,carusal01
81,Stephon Castle,Projected,7.2,16.2,1.7,5.5,4.1,5.6,1.5,5.2,5.6,1.3,0.4,2.8,2.7,20.2,.444,.303,.737,castlst01
82,Colin Castleton,Projected,4.6,9.6,0.7,2.4,2.5,3.2,3.7,9.2,2.8,0.8,0.8,1.9,3.9,12.4,.479,.275,.785,castlco01
83,Julian Champagnie,Projected,5.0,11.8,3.1,8.2,1.7,2.0,1.2,5.8,2.3,1.2,0.8,1.4,2.1,14.9,.426,.377,.870,champju02
84,Justin Champagnie,Projected,5.7,11.4,2.0,5.3,1.5,2.1,2.9,9.2,2.0,1.7,1.1,1.5,2.8,15.0,.505,.379,.715,champju01
85,Ulrich Chomche,Projected,5.8,12.0,1.7,4.7,2.4,3.1,2.2,7.2,3.8,1.1,0.8,2.1,3.1,15.6,.478,.375,.758,chomcul01
86,Cam Christie,Projected,5.9,13.6,1.9,6.1,2.3,3.1,1.8,7.0,4.0,1.8,0.7,1.8,2.6,15.9,.434,.305,.734,chrisca02
87,Max Christie,Projected,4.4,9.9,1.9,5.1,2.1,2.5,0.7,4.8,2.6,1.0,0.6,1.4,2.0,12.8,.442,.377,.847,chrisma02
88,Josh Christopher,Projected,6.5,14.4,1.4,4.9,2.4,3.1,1.1,5.1,3.8,1.6,0.9,2.5,2.4,16.8,.453,.291,.755,chrisjo01
89,Sidy Cissoko,Projected,5.3,11.1,1.3,4.5,2.2,3.3,2.1,6.6,4.0,1.2,0.6,2.2,3.2,14.0,.476,.298,.670,cissosi01
90,Jaylen Clark,Projected,4.5,9.5,1.7,4.0,2.2,2.7,1.8,4.4,2.4,2.2,0.3,0.9,3.8,12.8,.475,.416,.788,clarkja02
91,Brandon Clarke,Projected,7.1,11.7,0.2,1.0,2.0,2.8,3.5,9.4,2.2,1.5,1.1,1.4,4.1,16.4,.603,.233,.698,clarkbr01
92,Jordan Clarkson,Projected,7.4,17.8,2.5,7.7,3.8,4.7,1.1,4.4,5.3,0.9,0.3,3.2,2.0,21.1,.414,.332,.824,clarkjo01
93,Nic Claxton,Projected,6.3,10.5,0.2,0.5,1.7,3.2,3.0,10.6,2.8,1.1,2.2,1.6,2.9,14.4,.594,.300,.546,claxtni01
94,Donovan Clingan,Projected,5.2,9.6,0.6,1.8,1.8,2.9,5.6,13.8,2.4,1.0,2.8,1.9,4.7,12.8,.542,.323,.633,clingdo01
95,Noah Clowney,Projected,5.0,12.3,2.7,7.8,2.4,2.9,1.7,6.7,1.8,0.9,0.9,1.6,3.3,15.0,.403,.350,.819,clownno01
96,Amir Coffey,Projected,4.7,10.1,1.9,4.9,2.2,2.5,0.7,3.6,1.9,0.9,0.2,1.0,2.5,13.6,.468,.396,.871,coffeam01
97,Isaiah Collier,Projected,4.8,11.0,0.9,3.5,2.2,3.1,0.7,4.9,8.6,1.3,0.4,3.8,2.8,12.8,.440,.274,.703,colliis01
98,John Collins,Projected,7.6,14.5,1.6,4.4,3.3,4.0,2.5,9.7,2.0,1.0,1.2,2.3,3.5,20.1,.524,.373,.824,collijo01
99,Yuri Collins,Projected,6.0,12.7,1.9,5.1,2.3,3.0,1.9,6.7,4.5,1.5,0.7,1.9,3.5,16.1,.469,.367,.785,colliyu01
100,Zach Collins,Projected,6.3,12.8,1.3,4.1,2.7,3.3,3.2,9.6,4.3,1.0,1.1,2.6,4.7,16.7,.496,.322,.808,colliza01
101,Mike Conley,Projected,4.3,10.2,2.6,6.4,1.8,2.0,0.7,3.7,6.7,1.5,0.3,1.7,2.3,12.9,.417,.406,.879,conlemi01
102,Pat Connaughton,Projected,4.1,9.4,1.8,5.4,1.2,1.6,1.2,5.9,3.5,0.8,0.5,1.3,2.3,11.3,.441,.334,.757,connapa01
103,Bilal Coulibaly,Projected,4.8,10.9,1.3,4.1,2.4,3.3,1.6,5.6,3.4,1.4,0.9,2.1,2.6,13.3,.442,.316,.748,coulibi01
104,Ricky Council IV,Projected,5.5,13.3,1.6,5.8,3.8,4.7,1.5,6.3,2.9,1.0,0.4,1.5,2.0,16.3,.409,.283,.797,councri01
105,Torrey Craig,Projected,4.2,9.8,2.1,5.7,1.0,1.4,2.5,7.5,2.2,1.0,1.0,1.3,3.6,11.6,.435,.374,.729,craigto01
106,Isaiah Crawford,Projected,5.8,12.3,1.8,5.2,2.4,3.2,1.5,6.6,3.3,1.1,0.9,1.8,2.5,15.8,.473,.342,.727,crawfis01
107,Jae Crowder,Projected,3.9,9.3,1.8,5.3,1.2,1.6,1.2,5.6,2.4,1.1,0.4,1.1,2.6,10.9,.423,.343,.761,crowdja01
108,Cui Yongxi,Projected,6.2,13.9,2.0,5.9,2.6,3.5,1.6,6.8,3.8,1.2,0.7,2.0,2.6,17.0,.446,.334,.756,cuiyo01
109,Cade Cunningham,Projected,9.7,20.7,2.2,6.0,4.4,5.2,0.8,5.9,8.8,1.0,0.7,4.1,2.8,26.0,.471,.362,.853,cunnica01
110,Seth Curry,Projected,5.5,12.1,2.6,6.2,1.4,1.6,0.9,4.0,2.4,1.0,0.3,1.3,2.3,14.9,.453,.416,.851,curryse01
111,Stephen Curry,Projected,9.0,20.4,4.9,12.4,4.3,4.7,0.6,5.0,6.1,1.1,0.5,3.2,1.7,27.3,.444,.393,.921,curryst01
112,Tristan Da Silva,Projected,4.6,10.9,1.8,5.3,1.4,1.6,1.6,5.6,2.7,0.8,0.4,1.3,2.1,12.5,.426,.345,.859,dasiltr01
113,Pacome Dadiet,Projected,5.2,11.9,2.1,5.8,2.1,2.8,1.4,6.5,3.1,1.2,0.7,1.7,2.5,14.5,.434,.356,.760,dadiepa01
114,Dyson Daniels,Projected,5.8,11.8,1.2,3.4,1.2,1.9,1.7,6.5,4.7,2.9,0.7,2.0,2.5,14.0,.496,.346,.628,daniedy01
115,N'Faly Dante,Projected,6.5,12.4,1.6,4.3,2.6,3.3,2.3,8.6,3.4,1.1,1.4,1.9,3.6,17.2,.528,.367,.790,nfalyda01
116,Anthony Davis,Projected,9.5,18.0,0.6,2.2,5.7,7.2,3.0,12.3,3.6,1.2,2.2,2.3,2.3,25.4,.529,.284,.788,davisan02
117,Johnny Davis,Projected,4.8,11.2,1.2,3.9,1.4,2.1,1.3,5.4,2.3,1.5,0.7,1.2,3.0,12.2,.430,.311,.657,davisjo06
118,Terence Davis,Projected,6.2,14.1,2.7,7.5,2.1,2.7,1.2,6.2,3.4,1.4,0.6,2.1,3.5,17.3,.442,.359,.784,daviste02
119,JD Davison,Projected,5.7,13.0,1.9,5.9,2.3,3.1,1.4,6.3,4.8,1.4,0.7,3.0,2.2,15.5,.437,.321,.762,davisjd01
120,RayJ Dennis,Projected,6.1,14.4,2.4,7.1,2.1,2.6,1.5,6.6,5.0,2.0,0.8,2.2,3.0,16.8,.428,.334,.811,dennira01
121,DeMar DeRozan,Projected,7.9,16.7,1.0,3.1,5.3,6.2,0.6,4.0,4.6,0.9,0.5,1.6,2.1,22.1,.472,.324,.852,derozde01
122,Moussa Diabaté,Projected,5.1,8.8,0.2,0.8,2.2,3.5,5.2,12.1,1.9,1.4,1.1,1.8,3.0,12.6,.578,.300,.626,diabamo01
123,Gradey Dick,Projected,6.0,14.0,2.6,7.1,2.6,3.0,1.0,4.5,2.3,1.1,0.2,1.7,2.6,17.2,.429,.365,.858,dickgr01
124,Ousmane Dieng,Projected,5.2,11.6,2.0,6.2,1.4,1.8,1.5,6.7,3.3,1.2,0.6,1.7,2.6,13.9,.449,.329,.762,diengou01
125,Rob Dillingham,Projected,6.6,14.3,1.9,5.2,1.1,1.6,1.1,4.4,6.3,1.4,0.2,3.2,2.6,16.1,.461,.356,.668,dilliro01
126,Spencer Dinwiddie,Projected,4.8,11.6,2.0,5.8,3.1,3.9,0.4,3.6,5.9,1.0,0.3,1.7,2.2,14.7,.412,.337,.801,dinwisp01
127,Donte DiVincenzo,Projected,5.9,13.7,3.8,9.7,1.2,1.6,0.9,5.1,4.3,1.6,0.4,2.0,2.6,17.0,.433,.397,.773,divindo01
128,Luka Dončić,Projected,10.1,21.3,3.6,9.5,6.4,8.2,0.9,8.5,8.3,1.6,0.5,3.6,2.4,30.1,.474,.374,.781,doncilu01
129,Luguentz Dort,Projected,4.7,10.8,2.7,6.8,1.4,1.8,1.5,5.1,2.1,1.3,0.7,1.1,3.6,13.5,.436,.401,.785,dortlu01
130,Ayo Dosunmu,Projected,5.7,11.5,1.7,4.7,1.5,1.9,0.8,4.0,4.6,1.1,0.5,1.7,2.7,14.7,.498,.361,.798,dosunay01
131,Jeff Dowtin Jr.,Projected,6.2,12.7,1.7,4.3,1.9,2.5,0.9,4.2,4.6,1.4,0.7,1.1,1.8,16.0,.486,.395,.743,dowtije01
132,PJ Dozier,Projected,5.4,11.7,1.9,5.2,2.2,3.6,1.5,6.3,4.1,1.3,0.6,2.0,2.9,15.0,.464,.369,.606,doziepj01
133,Andre Drummond,Projected,6.3,12.1,0.2,1.0,3.0,4.9,5.6,15.8,1.6,1.8,1.0,2.5,4.1,15.8,.524,.254,.607,drumman01
134,Chris Duarte,Projected,4.9,11.9,2.2,6.3,2.0,2.5,1.4,5.9,2.9,1.1,0.4,1.5,3.4,13.9,.410,.349,.795,duartch01
135,Alex Ducas,Projected,5.1,11.3,2.4,5.8,1.7,2.1,2.1,7.1,2.9,1.3,0.4,1.7,3.0,14.3,.451,.418,.809,ducasal01
136,David Duke Jr.,Projected,6.3,13.3,1.9,4.8,2.3,3.0,1.5,6.2,3.8,1.2,0.5,2.2,2.9,16.8,.476,.385,.764,dukeda01
137,Kris Dunn,Projected,4.2,9.3,1.4,4.2,0.6,0.8,1.2,5.3,5.0,2.3,0.6,1.8,3.9,10.4,.451,.343,.719,dunnkr01
138,Ryan Dunn,Projected,5.4,12.3,2.1,6.6,0.7,1.2,2.3,6.9,1.8,1.2,1.0,1.1,3.9,13.7,.444,.324,.577,dunnry01
139,Kevin Durant,Projected,9.3,17.9,2.3,5.6,4.7,5.6,0.5,6.1,4.4,0.8,1.2,3.1,1.8,25.6,.517,.411,.846,duranke01
140,Jalen Duren,Projected,6.8,10.3,0.1,0.3,2.9,4.0,4.6,14.1,3.4,0.9,1.4,2.4,4.1,16.6,.664,.346,.710,durenja01
141,Tari Eason,Projected,6.8,14.0,1.6,4.4,2.1,2.7,3.3,9.5,2.2,2.3,1.2,1.7,3.4,17.2,.486,.353,.754,easonta01
